name, location, isapk, category, packageName
IntelliList: Lista della spesa, https://apkpure.com/tw/intellilist-shopping-list/it.mmsolution.intellilist/downloading, xapk, shopping-app, it.mmsolution.intellilist
Miniso México, https://apkpure.com/tw/miniso-m%C3%A9xico/mx.com.miniso.app/downloading, xapk, shopping-app, mx.com.miniso.app
СДЭК: Доставка и Шопинг, https://apkpure.com/tw/cdek-delivery-of-your-parcels/com.logistic.sdek/downloading, xapk, shopping-app, com.logistic.sdek
Gem, https://apkpure.com/tw/gem/app.gem/downloading, xapk, shopping-app, app.gem
CDcare, https://apkpure.com/tw/cdcare/com.nipek.cdcare/downloading, xapk, shopping-app, com.nipek.cdcare
Alif Shop: Маркетплейс техники, https://apkpure.com/tw/alif-shop-%D0%BC%D0%B0%D1%80%D0%BA%D0%B5%D1%82%D0%BF%D0%BB%D0%B5%D0%B9%D1%81-%D1%82%D0%B5%D1%85%D0%BD%D0%B8%D0%BA%D0%B8/com.aliftech.alifshop/downloading, xapk, shopping-app, com.aliftech.alifshop
Trato, https://apkpure.com/tw/trato/com.fusion.codin.trato/downloading, xapk, shopping-app, com.fusion.codin.trato
JioMart Online Shopping App, https://apkpure.com/tw/jiomart-online-shopping-app/com.jpl.jiomart/downloading, xapk, shopping-app, com.jpl.jiomart
Hoz Mall, https://apkpure.com/tw/hoz-mall/ma.osp.shopping_app.hoz.android/downloading, xapk, shopping-app, ma.osp.shopping_app.hoz.android
EKONIKA— обувь и аксессуары, https://apkpure.com/tw/%D1%8D%D0%BA%D0%BE%D0%BD%D0%B8%D0%BA%D0%B0-%E2%80%94-%D0%BE%D0%B1%D1%83%D0%B2%D1%8C-%D0%B8-%D0%B0%D0%BA%D1%81%D0%B5%D1%81%D1%81%D1%83%D0%B0%D1%80%D1%8B/ru.ekonika.app/downloading, xapk, shopping-app, ru.ekonika.app
TaTa Supermercado Online, https://apkpure.com/tw/tata-supermercado-online/com.tatauy.android.vtex/downloading, xapk, shopping-app, com.tatauy.android.vtex
GoTrendier Compra y Vende Moda, https://apkpure.com/tw/gotrendier-compra-y-vende-moda/co.com.trendier/downloading, apk, shopping-app, co.com.trendier
K+ Points, https://apkpure.com/tw/k-points/com.kmart.loyalty_app/downloading, xapk, shopping-app, com.kmart.loyalty_app
Deals 2 Home, https://apkpure.com/tw/deals-2-home/com.osperb.deals_to_home/downloading, xapk, shopping-app, com.osperb.deals_to_home
